input_row_index,sample_id,conic_index,image_path,mask_path,class_label_path,image_height,image_width,count_total,neutrophil,epithelial,lymphocyte,plasma,eosinophil,connective
2885,dpath_25-0011,2885,data/conic_liz/images/dpath_25-0011_image.png,data/conic_liz/masks/dpath_25-0011_mask.png,data/conic_liz/class_labels/dpath_25-0011_class_labels.png,256,256,132,0,50,46,11,0,25
2886,dpath_26-0000,2886,data/conic_liz/images/dpath_26-0000_image.png,data/conic_liz/masks/dpath_26-0000_mask.png,data/conic_liz/class_labels/dpath_26-0000_class_labels.png,256,256,109,0,8,51,12,0,38
2887,dpath_26-0001,2887,data/conic_liz/images/dpath_26-0001_image.png,data/conic_liz/masks/dpath_26-0001_mask.png,data/conic_liz/class_labels/dpath_26-0001_class_labels.png,256,256,102,0,2,47,20,0,33
2888,dpath_26-0002,2888,data/conic_liz/images/dpath_26-0002_image.png,data/conic_liz/masks/dpath_26-0002_mask.png,data/conic_liz/class_labels/dpath_26-0002_class_labels.png,256,256,82,0,63,12,3,0,4
2889,dpath_26-0003,2889,data/conic_liz/images/dpath_26-0003_image.png,data/conic_liz/masks/dpath_26-0003_mask.png,data/conic_liz/class_labels/dpath_26-0003_class_labels.png,256,256,90,0,56,17,5,0,12
2890,dpath_26-0004,2890,data/conic_liz/images/dpath_26-0004_image.png,data/conic_liz/masks/dpath_26-0004_mask.png,data/conic_liz/class_labels/dpath_26-0004_class_labels.png,256,256,123,0,14,42,33,1,33
2891,dpath_26-0005,2891,data/conic_liz/images/dpath_26-0005_image.png,data/conic_liz/masks/dpath_26-0005_mask.png,data/conic_liz/class_labels/dpath_26-0005_class_labels.png,256,256,128,0,54,30,25,0,19
2892,dpath_26-0006,2892,data/conic_liz/images/dpath_26-0006_image.png,data/conic_liz/masks/dpath_26-0006_mask.png,data/conic_liz/class_labels/dpath_26-0006_class_labels.png,256,256,71,0,44,13,9,0,5
2893,dpath_26-0007,2893,data/conic_liz/images/dpath_26-0007_image.png,data/conic_liz/masks/dpath_26-0007_mask.png,data/conic_liz/class_labels/dpath_26-0007_class_labels.png,256,256,65,0,42,12,7,0,4
2894,dpath_26-0008,2894,data/conic_liz/images/dpath_26-0008_image.png,data/conic_liz/masks/dpath_26-0008_mask.png,data/conic_liz/class_labels/dpath_26-0008_class_labels.png,256,256,98,0,35,28,25,0,10
2895,dpath_26-0009,2895,data/conic_liz/images/dpath_26-0009_image.png,data/conic_liz/masks/dpath_26-0009_mask.png,data/conic_liz/class_labels/dpath_26-0009_class_labels.png,256,256,96,0,28,33,20,0,15
2896,dpath_26-0010,2896,data/conic_liz/images/dpath_26-0010_image.png,data/conic_liz/masks/dpath_26-0010_mask.png,data/conic_liz/class_labels/dpath_26-0010_class_labels.png,256,256,81,0,34,23,16,0,8
2897,dpath_26-0011,2897,data/conic_liz/images/dpath_26-0011_image.png,data/conic_liz/masks/dpath_26-0011_mask.png,data/conic_liz/class_labels/dpath_26-0011_class_labels.png,256,256,83,1,59,11,6,0,6
2898,dpath_26-0012,2898,data/conic_liz/images/dpath_26-0012_image.png,data/conic_liz/masks/dpath_26-0012_mask.png,data/conic_liz/class_labels/dpath_26-0012_class_labels.png,256,256,97,0,90,4,1,0,2
2899,dpath_26-0013,2899,data/conic_liz/images/dpath_26-0013_image.png,data/conic_liz/masks/dpath_26-0013_mask.png,data/conic_liz/class_labels/dpath_26-0013_class_labels.png,256,256,123,0,19,45,46,0,13
2900,dpath_26-0014,2900,data/conic_liz/images/dpath_26-0014_image.png,data/conic_liz/masks/dpath_26-0014_mask.png,data/conic_liz/class_labels/dpath_26-0014_class_labels.png,256,256,98,0,48,13,11,0,26
2901,dpath_26-0015,2901,data/conic_liz/images/dpath_26-0015_image.png,data/conic_liz/masks/dpath_26-0015_mask.png,data/conic_liz/class_labels/dpath_26-0015_class_labels.png,256,256,103,0,60,21,13,0,9
2902,dpath_26-0016,2902,data/conic_liz/images/dpath_26-0016_image.png,data/conic_liz/masks/dpath_26-0016_mask.png,data/conic_liz/class_labels/dpath_26-0016_class_labels.png,256,256,103,0,98,3,1,0,1
2903,dpath_26-0017,2903,data/conic_liz/images/dpath_26-0017_image.png,data/conic_liz/masks/dpath_26-0017_mask.png,data/conic_liz/class_labels/dpath_26-0017_class_labels.png,256,256,115,0,25,38,38,0,14
2904,dpath_26-0018,2904,data/conic_liz/images/dpath_26-0018_image.png,data/conic_liz/masks/dpath_26-0018_mask.png,data/conic_liz/class_labels/dpath_26-0018_class_labels.png,256,256,103,0,35,19,18,0,31
2905,dpath_26-0019,2905,data/conic_liz/images/dpath_26-0019_image.png,data/conic_liz/masks/dpath_26-0019_mask.png,data/conic_liz/class_labels/dpath_26-0019_class_labels.png,256,256,108,0,60,20,17,0,11
2906,dpath_26-0020,2906,data/conic_liz/images/dpath_26-0020_image.png,data/conic_liz/masks/dpath_26-0020_mask.png,data/conic_liz/class_labels/dpath_26-0020_class_labels.png,256,256,90,0,67,7,5,0,11
2907,dpath_26-0021,2907,data/conic_liz/images/dpath_26-0021_image.png,data/conic_liz/masks/dpath_26-0021_mask.png,data/conic_liz/class_labels/dpath_26-0021_class_labels.png,256,256,69,0,47,10,8,0,4
2908,dpath_26-0022,2908,data/conic_liz/images/dpath_26-0022_image.png,data/conic_liz/masks/dpath_26-0022_mask.png,data/conic_liz/class_labels/dpath_26-0022_class_labels.png,256,256,85,1,49,18,7,0,10
2909,dpath_26-0023,2909,data/conic_liz/images/dpath_26-0023_image.png,data/conic_liz/masks/dpath_26-0023_mask.png,data/conic_liz/class_labels/dpath_26-0023_class_labels.png,256,256,110,0,58,26,16,0,10
2910,dpath_26-0024,2910,data/conic_liz/images/dpath_26-0024_image.png,data/conic_liz/masks/dpath_26-0024_mask.png,data/conic_liz/class_labels/dpath_26-0024_class_labels.png,256,256,107,0,54,24,17,0,12
2911,dpath_27-0000,2911,data/conic_liz/images/dpath_27-0000_image.png,data/conic_liz/masks/dpath_27-0000_mask.png,data/conic_liz/class_labels/dpath_27-0000_class_labels.png,256,256,83,8,64,8,0,0,3
2912,dpath_27-0001,2912,data/conic_liz/images/dpath_27-0001_image.png,data/conic_liz/masks/dpath_27-0001_mask.png,data/conic_liz/class_labels/dpath_27-0001_class_labels.png,256,256,92,6,68,9,0,0,9
2913,dpath_27-0002,2913,data/conic_liz/images/dpath_27-0002_image.png,data/conic_liz/masks/dpath_27-0002_mask.png,data/conic_liz/class_labels/dpath_27-0002_class_labels.png,256,256,92,8,9,39,1,0,35
2914,dpath_27-0003,2914,data/conic_liz/images/dpath_27-0003_image.png,data/conic_liz/masks/dpath_27-0003_mask.png,data/conic_liz/class_labels/dpath_27-0003_class_labels.png,256,256,81,25,27,17,0,0,12
2915,dpath_27-0004,2915,data/conic_liz/images/dpath_27-0004_image.png,data/conic_liz/masks/dpath_27-0004_mask.png,data/conic_liz/class_labels/dpath_27-0004_class_labels.png,256,256,129,50,0,23,3,0,53
2916,dpath_27-0005,2916,data/conic_liz/images/dpath_27-0005_image.png,data/conic_liz/masks/dpath_27-0005_mask.png,data/conic_liz/class_labels/dpath_27-0005_class_labels.png,256,256,82,17,44,7,0,0,14
2917,dpath_27-0006,2917,data/conic_liz/images/dpath_27-0006_image.png,data/conic_liz/masks/dpath_27-0006_mask.png,data/conic_liz/class_labels/dpath_27-0006_class_labels.png,256,256,76,12,42,8,0,0,14
2918,dpath_27-0007,2918,data/conic_liz/images/dpath_27-0007_image.png,data/conic_liz/masks/dpath_27-0007_mask.png,data/conic_liz/class_labels/dpath_27-0007_class_labels.png,256,256,61,14,40,3,1,0,3
2919,dpath_27-0008,2919,data/conic_liz/images/dpath_27-0008_image.png,data/conic_liz/masks/dpath_27-0008_mask.png,data/conic_liz/class_labels/dpath_27-0008_class_labels.png,256,256,110,30,12,31,0,1,36
2920,dpath_27-0009,2920,data/conic_liz/images/dpath_27-0009_image.png,data/conic_liz/masks/dpath_27-0009_mask.png,data/conic_liz/class_labels/dpath_27-0009_class_labels.png,256,256,115,35,0,30,3,0,47
2921,dpath_27-0010,2921,data/conic_liz/images/dpath_27-0010_image.png,data/conic_liz/masks/dpath_27-0010_mask.png,data/conic_liz/class_labels/dpath_27-0010_class_labels.png,256,256,99,33,3,18,3,1,41
2922,dpath_27-0011,2922,data/conic_liz/images/dpath_27-0011_image.png,data/conic_liz/masks/dpath_27-0011_mask.png,data/conic_liz/class_labels/dpath_27-0011_class_labels.png,256,256,54,7,38,4,0,0,5
2923,dpath_27-0012,2923,data/conic_liz/images/dpath_27-0012_image.png,data/conic_liz/masks/dpath_27-0012_mask.png,data/conic_liz/class_labels/dpath_27-0012_class_labels.png,256,256,63,5,56,2,0,0,0
2924,dpath_27-0013,2924,data/conic_liz/images/dpath_27-0013_image.png,data/conic_liz/masks/dpath_27-0013_mask.png,data/conic_liz/class_labels/dpath_27-0013_class_labels.png,256,256,72,6,54,11,1,0,0
2925,dpath_27-0014,2925,data/conic_liz/images/dpath_27-0014_image.png,data/conic_liz/masks/dpath_27-0014_mask.png,data/conic_liz/class_labels/dpath_27-0014_class_labels.png,256,256,73,9,36,13,1,0,14
2926,dpath_27-0015,2926,data/conic_liz/images/dpath_27-0015_image.png,data/conic_liz/masks/dpath_27-0015_mask.png,data/conic_liz/class_labels/dpath_27-0015_class_labels.png,256,256,83,27,1,18,0,0,37
2927,dpath_27-0016,2927,data/conic_liz/images/dpath_27-0016_image.png,data/conic_liz/masks/dpath_27-0016_mask.png,data/conic_liz/class_labels/dpath_27-0016_class_labels.png,256,256,78,10,19,18,2,0,29
2928,dpath_27-0017,2928,data/conic_liz/images/dpath_27-0017_image.png,data/conic_liz/masks/dpath_27-0017_mask.png,data/conic_liz/class_labels/dpath_27-0017_class_labels.png,256,256,51,4,38,4,0,0,5
2929,dpath_27-0018,2929,data/conic_liz/images/dpath_27-0018_image.png,data/conic_liz/masks/dpath_27-0018_mask.png,data/conic_liz/class_labels/dpath_27-0018_class_labels.png,256,256,64,0,48,6,0,0,10
2930,dpath_27-0019,2930,data/conic_liz/images/dpath_27-0019_image.png,data/conic_liz/masks/dpath_27-0019_mask.png,data/conic_liz/class_labels/dpath_27-0019_class_labels.png,256,256,82,5,47,12,1,0,17
2931,dpath_27-0020,2931,data/conic_liz/images/dpath_27-0020_image.png,data/conic_liz/masks/dpath_27-0020_mask.png,data/conic_liz/class_labels/dpath_27-0020_class_labels.png,256,256,78,0,34,14,3,0,27
2932,dpath_27-0021,2932,data/conic_liz/images/dpath_27-0021_image.png,data/conic_liz/masks/dpath_27-0021_mask.png,data/conic_liz/class_labels/dpath_27-0021_class_labels.png,256,256,52,5,15,12,0,0,20
2933,dpath_27-0022,2933,data/conic_liz/images/dpath_27-0022_image.png,data/conic_liz/masks/dpath_27-0022_mask.png,data/conic_liz/class_labels/dpath_27-0022_class_labels.png,256,256,65,5,25,15,0,0,20
2934,dpath_27-0023,2934,data/conic_liz/images/dpath_27-0023_image.png,data/conic_liz/masks/dpath_27-0023_mask.png,data/conic_liz/class_labels/dpath_27-0023_class_labels.png,256,256,58,6,40,6,0,0,6
2935,dpath_27-0024,2935,data/conic_liz/images/dpath_27-0024_image.png,data/conic_liz/masks/dpath_27-0024_mask.png,data/conic_liz/class_labels/dpath_27-0024_class_labels.png,256,256,83,3,61,4,0,0,15
2936,dpath_27-0025,2936,data/conic_liz/images/dpath_27-0025_image.png,data/conic_liz/masks/dpath_27-0025_mask.png,data/conic_liz/class_labels/dpath_27-0025_class_labels.png,256,256,85,4,81,0,0,0,0
2937,dpath_27-0026,2937,data/conic_liz/images/dpath_27-0026_image.png,data/conic_liz/masks/dpath_27-0026_mask.png,data/conic_liz/class_labels/dpath_27-0026_class_labels.png,256,256,115,0,114,1,0,0,0
2938,dpath_27-0027,2938,data/conic_liz/images/dpath_27-0027_image.png,data/conic_liz/masks/dpath_27-0027_mask.png,data/conic_liz/class_labels/dpath_27-0027_class_labels.png,256,256,89,3,77,0,0,0,9
2939,dpath_27-0028,2939,data/conic_liz/images/dpath_27-0028_image.png,data/conic_liz/masks/dpath_27-0028_mask.png,data/conic_liz/class_labels/dpath_27-0028_class_labels.png,256,256,62,9,41,9,1,0,2
2940,dpath_27-0029,2940,data/conic_liz/images/dpath_27-0029_image.png,data/conic_liz/masks/dpath_27-0029_mask.png,data/conic_liz/class_labels/dpath_27-0029_class_labels.png,256,256,99,12,53,18,2,0,14
2941,dpath_27-0030,2941,data/conic_liz/images/dpath_27-0030_image.png,data/conic_liz/masks/dpath_27-0030_mask.png,data/conic_liz/class_labels/dpath_27-0030_class_labels.png,256,256,92,0,82,5,1,0,4
2942,dpath_27-0031,2942,data/conic_liz/images/dpath_27-0031_image.png,data/conic_liz/masks/dpath_27-0031_mask.png,data/conic_liz/class_labels/dpath_27-0031_class_labels.png,256,256,48,1,36,4,5,0,2
2943,dpath_27-0032,2943,data/conic_liz/images/dpath_27-0032_image.png,data/conic_liz/masks/dpath_27-0032_mask.png,data/conic_liz/class_labels/dpath_27-0032_class_labels.png,256,256,66,1,58,3,1,0,3
2944,dpath_27-0033,2944,data/conic_liz/images/dpath_27-0033_image.png,data/conic_liz/masks/dpath_27-0033_mask.png,data/conic_liz/class_labels/dpath_27-0033_class_labels.png,256,256,55,0,45,10,0,0,0
2945,dpath_27-0034,2945,data/conic_liz/images/dpath_27-0034_image.png,data/conic_liz/masks/dpath_27-0034_mask.png,data/conic_liz/class_labels/dpath_27-0034_class_labels.png,256,256,19,0,16,2,0,0,1
2946,dpath_27-0035,2946,data/conic_liz/images/dpath_27-0035_image.png,data/conic_liz/masks/dpath_27-0035_mask.png,data/conic_liz/class_labels/dpath_27-0035_class_labels.png,256,256,93,11,13,31,8,1,29
2947,dpath_27-0036,2947,data/conic_liz/images/dpath_27-0036_image.png,data/conic_liz/masks/dpath_27-0036_mask.png,data/conic_liz/class_labels/dpath_27-0036_class_labels.png,256,256,87,0,74,6,0,0,7
2948,dpath_27-0037,2948,data/conic_liz/images/dpath_27-0037_image.png,data/conic_liz/masks/dpath_27-0037_mask.png,data/conic_liz/class_labels/dpath_27-0037_class_labels.png,256,256,72,4,54,8,0,0,6
2949,dpath_27-0038,2949,data/conic_liz/images/dpath_27-0038_image.png,data/conic_liz/masks/dpath_27-0038_mask.png,data/conic_liz/class_labels/dpath_27-0038_class_labels.png,256,256,74,0,24,13,1,0,36
2950,dpath_27-0039,2950,data/conic_liz/images/dpath_27-0039_image.png,data/conic_liz/masks/dpath_27-0039_mask.png,data/conic_liz/class_labels/dpath_27-0039_class_labels.png,256,256,51,0,46,3,0,2,0
2951,dpath_27-0040,2951,data/conic_liz/images/dpath_27-0040_image.png,data/conic_liz/masks/dpath_27-0040_mask.png,data/conic_liz/class_labels/dpath_27-0040_class_labels.png,256,256,10,0,10,0,0,0,0
2952,dpath_27-0041,2952,data/conic_liz/images/dpath_27-0041_image.png,data/conic_liz/masks/dpath_27-0041_mask.png,data/conic_liz/class_labels/dpath_27-0041_class_labels.png,256,256,27,2,25,0,0,0,0
2953,dpath_27-0042,2953,data/conic_liz/images/dpath_27-0042_image.png,data/conic_liz/masks/dpath_27-0042_mask.png,data/conic_liz/class_labels/dpath_27-0042_class_labels.png,256,256,104,18,9,36,6,3,32
2954,dpath_27-0043,2954,data/conic_liz/images/dpath_27-0043_image.png,data/conic_liz/masks/dpath_27-0043_mask.png,data/conic_liz/class_labels/dpath_27-0043_class_labels.png,256,256,76,4,61,5,0,0,6
2955,dpath_27-0044,2955,data/conic_liz/images/dpath_27-0044_image.png,data/conic_liz/masks/dpath_27-0044_mask.png,data/conic_liz/class_labels/dpath_27-0044_class_labels.png,256,256,82,3,66,4,0,0,9
2956,dpath_27-0045,2956,data/conic_liz/images/dpath_27-0045_image.png,data/conic_liz/masks/dpath_27-0045_mask.png,data/conic_liz/class_labels/dpath_27-0045_class_labels.png,256,256,74,0,17,10,1,0,46
2957,dpath_27-0046,2957,data/conic_liz/images/dpath_27-0046_image.png,data/conic_liz/masks/dpath_27-0046_mask.png,data/conic_liz/class_labels/dpath_27-0046_class_labels.png,256,256,60,0,50,6,1,3,0
2958,dpath_27-0047,2958,data/conic_liz/images/dpath_27-0047_image.png,data/conic_liz/masks/dpath_27-0047_mask.png,data/conic_liz/class_labels/dpath_27-0047_class_labels.png,256,256,4,0,3,0,0,0,1
2959,dpath_27-0048,2959,data/conic_liz/images/dpath_27-0048_image.png,data/conic_liz/masks/dpath_27-0048_mask.png,data/conic_liz/class_labels/dpath_27-0048_class_labels.png,256,256,15,2,13,0,0,0,0
2960,dpath_27-0049,2960,data/conic_liz/images/dpath_27-0049_image.png,data/conic_liz/masks/dpath_27-0049_mask.png,data/conic_liz/class_labels/dpath_27-0049_class_labels.png,256,256,87,12,46,7,0,0,22
2961,dpath_27-0050,2961,data/conic_liz/images/dpath_27-0050_image.png,data/conic_liz/masks/dpath_27-0050_mask.png,data/conic_liz/class_labels/dpath_27-0050_class_labels.png,256,256,85,6,69,7,0,0,3
2962,dpath_27-0051,2962,data/conic_liz/images/dpath_27-0051_image.png,data/conic_liz/masks/dpath_27-0051_mask.png,data/conic_liz/class_labels/dpath_27-0051_class_labels.png,256,256,69,6,18,15,3,0,27
2963,dpath_27-0052,2963,data/conic_liz/images/dpath_27-0052_image.png,data/conic_liz/masks/dpath_27-0052_mask.png,data/conic_liz/class_labels/dpath_27-0052_class_labels.png,256,256,93,2,77,1,0,0,13
2964,dpath_27-0053,2964,data/conic_liz/images/dpath_27-0053_image.png,data/conic_liz/masks/dpath_27-0053_mask.png,data/conic_liz/class_labels/dpath_27-0053_class_labels.png,256,256,24,0,20,4,0,0,0
2965,dpath_27-0054,2965,data/conic_liz/images/dpath_27-0054_image.png,data/conic_liz/masks/dpath_27-0054_mask.png,data/conic_liz/class_labels/dpath_27-0054_class_labels.png,256,256,9,0,9,0,0,0,0
2966,dpath_27-0055,2966,data/conic_liz/images/dpath_27-0055_image.png,data/conic_liz/masks/dpath_27-0055_mask.png,data/conic_liz/class_labels/dpath_27-0055_class_labels.png,256,256,8,0,8,0,0,0,0
2967,dpath_28-0000,2967,data/conic_liz/images/dpath_28-0000_image.png,data/conic_liz/masks/dpath_28-0000_mask.png,data/conic_liz/class_labels/dpath_28-0000_class_labels.png,256,256,98,0,52,24,2,0,20
2968,dpath_28-0001,2968,data/conic_liz/images/dpath_28-0001_image.png,data/conic_liz/masks/dpath_28-0001_mask.png,data/conic_liz/class_labels/dpath_28-0001_class_labels.png,256,256,86,0,38,22,4,1,21
2969,dpath_28-0002,2969,data/conic_liz/images/dpath_28-0002_image.png,data/conic_liz/masks/dpath_28-0002_mask.png,data/conic_liz/class_labels/dpath_28-0002_class_labels.png,256,256,87,0,59,14,1,0,13
2970,dpath_28-0003,2970,data/conic_liz/images/dpath_28-0003_image.png,data/conic_liz/masks/dpath_28-0003_mask.png,data/conic_liz/class_labels/dpath_28-0003_class_labels.png,256,256,73,1,39,11,7,1,14
2971,dpath_28-0004,2971,data/conic_liz/images/dpath_28-0004_image.png,data/conic_liz/masks/dpath_28-0004_mask.png,data/conic_liz/class_labels/dpath_28-0004_class_labels.png,256,256,95,1,29,18,6,0,41
2972,dpath_28-0005,2972,data/conic_liz/images/dpath_28-0005_image.png,data/conic_liz/masks/dpath_28-0005_mask.png,data/conic_liz/class_labels/dpath_28-0005_class_labels.png,256,256,96,0,59,14,4,0,19
2973,dpath_28-0006,2973,data/conic_liz/images/dpath_28-0006_image.png,data/conic_liz/masks/dpath_28-0006_mask.png,data/conic_liz/class_labels/dpath_28-0006_class_labels.png,256,256,88,0,47,11,1,0,29
2974,dpath_28-0007,2974,data/conic_liz/images/dpath_28-0007_image.png,data/conic_liz/masks/dpath_28-0007_mask.png,data/conic_liz/class_labels/dpath_28-0007_class_labels.png,256,256,88,0,35,30,7,0,16
2975,dpath_28-0008,2975,data/conic_liz/images/dpath_28-0008_image.png,data/conic_liz/masks/dpath_28-0008_mask.png,data/conic_liz/class_labels/dpath_28-0008_class_labels.png,256,256,82,0,8,29,1,0,44
2976,dpath_28-0009,2976,data/conic_liz/images/dpath_28-0009_image.png,data/conic_liz/masks/dpath_28-0009_mask.png,data/conic_liz/class_labels/dpath_28-0009_class_labels.png,256,256,91,0,46,19,2,2,22
2977,dpath_28-0010,2977,data/conic_liz/images/dpath_28-0010_image.png,data/conic_liz/masks/dpath_28-0010_mask.png,data/conic_liz/class_labels/dpath_28-0010_class_labels.png,256,256,77,0,35,14,5,0,23
2978,dpath_28-0011,2978,data/conic_liz/images/dpath_28-0011_image.png,data/conic_liz/masks/dpath_28-0011_mask.png,data/conic_liz/class_labels/dpath_28-0011_class_labels.png,256,256,81,0,53,14,1,0,13
2979,dpath_28-0012,2979,data/conic_liz/images/dpath_28-0012_image.png,data/conic_liz/masks/dpath_28-0012_mask.png,data/conic_liz/class_labels/dpath_28-0012_class_labels.png,256,256,79,0,9,27,1,0,42
2980,dpath_28-0013,2980,data/conic_liz/images/dpath_28-0013_image.png,data/conic_liz/masks/dpath_28-0013_mask.png,data/conic_liz/class_labels/dpath_28-0013_class_labels.png,256,256,95,0,45,22,3,2,23
2981,dpath_28-0014,2981,data/conic_liz/images/dpath_28-0014_image.png,data/conic_liz/masks/dpath_28-0014_mask.png,data/conic_liz/class_labels/dpath_28-0014_class_labels.png,256,256,78,0,31,19,5,0,23
2982,dpath_28-0015,2982,data/conic_liz/images/dpath_28-0015_image.png,data/conic_liz/masks/dpath_28-0015_mask.png,data/conic_liz/class_labels/dpath_28-0015_class_labels.png,256,256,84,0,56,15,1,0,12
2983,dpath_28-0016,2983,data/conic_liz/images/dpath_28-0016_image.png,data/conic_liz/masks/dpath_28-0016_mask.png,data/conic_liz/class_labels/dpath_28-0016_class_labels.png,256,256,83,1,44,13,11,0,14
2984,dpath_28-0017,2984,data/conic_liz/images/dpath_28-0017_image.png,data/conic_liz/masks/dpath_28-0017_mask.png,data/conic_liz/class_labels/dpath_28-0017_class_labels.png,256,256,66,0,32,16,5,0,13
2985,dpath_28-0018,2985,data/conic_liz/images/dpath_28-0018_image.png,data/conic_liz/masks/dpath_28-0018_mask.png,data/conic_liz/class_labels/dpath_28-0018_class_labels.png,256,256,76,0,53,11,0,0,12
2986,dpath_28-0019,2986,data/conic_liz/images/dpath_28-0019_image.png,data/conic_liz/masks/dpath_28-0019_mask.png,data/conic_liz/class_labels/dpath_28-0019_class_labels.png,256,256,75,0,55,11,0,0,9
2987,dpath_29-0000,2987,data/conic_liz/images/dpath_29-0000_image.png,data/conic_liz/masks/dpath_29-0000_mask.png,data/conic_liz/class_labels/dpath_29-0000_class_labels.png,256,256,3,0,3,0,0,0,0
2988,dpath_29-0001,2988,data/conic_liz/images/dpath_29-0001_image.png,data/conic_liz/masks/dpath_29-0001_mask.png,data/conic_liz/class_labels/dpath_29-0001_class_labels.png,256,256,36,0,34,2,0,0,0
2989,dpath_29-0002,2989,data/conic_liz/images/dpath_29-0002_image.png,data/conic_liz/masks/dpath_29-0002_mask.png,data/conic_liz/class_labels/dpath_29-0002_class_labels.png,256,256,34,0,32,0,0,0,2
2990,dpath_29-0003,2990,data/conic_liz/images/dpath_29-0003_image.png,data/conic_liz/masks/dpath_29-0003_mask.png,data/conic_liz/class_labels/dpath_29-0003_class_labels.png,256,256,85,0,71,5,0,0,9
2991,dpath_29-0004,2991,data/conic_liz/images/dpath_29-0004_image.png,data/conic_liz/masks/dpath_29-0004_mask.png,data/conic_liz/class_labels/dpath_29-0004_class_labels.png,256,256,78,0,57,7,1,0,13
2992,dpath_29-0005,2992,data/conic_liz/images/dpath_29-0005_image.png,data/conic_liz/masks/dpath_29-0005_mask.png,data/conic_liz/class_labels/dpath_29-0005_class_labels.png,256,256,91,0,83,1,0,0,7
2993,dpath_29-0006,2993,data/conic_liz/images/dpath_29-0006_image.png,data/conic_liz/masks/dpath_29-0006_mask.png,data/conic_liz/class_labels/dpath_29-0006_class_labels.png,256,256,86,0,77,4,0,0,5
2994,dpath_29-0007,2994,data/conic_liz/images/dpath_29-0007_image.png,data/conic_liz/masks/dpath_29-0007_mask.png,data/conic_liz/class_labels/dpath_29-0007_class_labels.png,256,256,104,0,90,5,0,0,9
2995,dpath_29-0008,2995,data/conic_liz/images/dpath_29-0008_image.png,data/conic_liz/masks/dpath_29-0008_mask.png,data/conic_liz/class_labels/dpath_29-0008_class_labels.png,256,256,134,0,100,11,0,1,22
2996,dpath_29-0009,2996,data/conic_liz/images/dpath_29-0009_image.png,data/conic_liz/masks/dpath_29-0009_mask.png,data/conic_liz/class_labels/dpath_29-0009_class_labels.png,256,256,119,0,87,13,0,0,19
2997,dpath_29-0010,2997,data/conic_liz/images/dpath_29-0010_image.png,data/conic_liz/masks/dpath_29-0010_mask.png,data/conic_liz/class_labels/dpath_29-0010_class_labels.png,256,256,86,0,85,1,0,0,0
2998,dpath_29-0011,2998,data/conic_liz/images/dpath_29-0011_image.png,data/conic_liz/masks/dpath_29-0011_mask.png,data/conic_liz/class_labels/dpath_29-0011_class_labels.png,256,256,119,0,117,2,0,0,0
2999,dpath_29-0012,2999,data/conic_liz/images/dpath_29-0012_image.png,data/conic_liz/masks/dpath_29-0012_mask.png,data/conic_liz/class_labels/dpath_29-0012_class_labels.png,256,256,49,0,49,0,0,0,0
3000,dpath_29-0013,3000,data/conic_liz/images/dpath_29-0013_image.png,data/conic_liz/masks/dpath_29-0013_mask.png,data/conic_liz/class_labels/dpath_29-0013_class_labels.png,256,256,93,0,73,8,0,1,11
3001,dpath_29-0014,3001,data/conic_liz/images/dpath_29-0014_image.png,data/conic_liz/masks/dpath_29-0014_mask.png,data/conic_liz/class_labels/dpath_29-0014_class_labels.png,256,256,136,0,131,3,0,0,2
3002,dpath_29-0015,3002,data/conic_liz/images/dpath_29-0015_image.png,data/conic_liz/masks/dpath_29-0015_mask.png,data/conic_liz/class_labels/dpath_29-0015_class_labels.png,256,256,29,0,22,2,0,0,5
3003,dpath_29-0016,3003,data/conic_liz/images/dpath_29-0016_image.png,data/conic_liz/masks/dpath_29-0016_mask.png,data/conic_liz/class_labels/dpath_29-0016_class_labels.png,256,256,92,0,83,2,0,0,7
3004,dpath_29-0017,3004,data/conic_liz/images/dpath_29-0017_image.png,data/conic_liz/masks/dpath_29-0017_mask.png,data/conic_liz/class_labels/dpath_29-0017_class_labels.png,256,256,115,0,115,0,0,0,0
3005,dpath_3-0000,3005,data/conic_liz/images/dpath_3-0000_image.png,data/conic_liz/masks/dpath_3-0000_mask.png,data/conic_liz/class_labels/dpath_3-0000_class_labels.png,256,256,95,0,86,2,0,0,7
3006,dpath_3-0001,3006,data/conic_liz/images/dpath_3-0001_image.png,data/conic_liz/masks/dpath_3-0001_mask.png,data/conic_liz/class_labels/dpath_3-0001_class_labels.png,256,256,93,0,43,15,3,1,31
3007,dpath_3-0002,3007,data/conic_liz/images/dpath_3-0002_image.png,data/conic_liz/masks/dpath_3-0002_mask.png,data/conic_liz/class_labels/dpath_3-0002_class_labels.png,256,256,59,0,43,10,3,0,3
3008,dpath_3-0003,3008,data/conic_liz/images/dpath_3-0003_image.png,data/conic_liz/masks/dpath_3-0003_mask.png,data/conic_liz/class_labels/dpath_3-0003_class_labels.png,256,256,71,0,49,10,5,0,7
3009,dpath_3-0004,3009,data/conic_liz/images/dpath_3-0004_image.png,data/conic_liz/masks/dpath_3-0004_mask.png,data/conic_liz/class_labels/dpath_3-0004_class_labels.png,256,256,25,0,16,4,3,0,2
3010,dpath_3-0005,3010,data/conic_liz/images/dpath_3-0005_image.png,data/conic_liz/masks/dpath_3-0005_mask.png,data/conic_liz/class_labels/dpath_3-0005_class_labels.png,256,256,93,0,82,6,0,0,5
